config_name,epoch,accuracy,loss,precision,recall,roc_auc,val_accuracy,val_loss,val_precision,val_recall,val_roc_auc
nn_256_64,1,0.810699999332428,0.5209580659866333,0.8137750029563904,0.8058000206947327,0.8866913914680481,0.8956000208854675,0.3247520923614502,0.8860265612602234,0.9079999923706055,0.9598701596260071
nn_256_64,2,0.9477999806404114,0.2240758091211319,0.9469062089920044,0.9488000273704529,0.9878754615783691,0.8867999911308289,0.36583563685417175,0.8627156615257263,0.9200000166893005,0.9574903845787048
nn_256_64,3,0.9879999756813049,0.1407059282064438,0.9895666241645813,0.9864000082015991,0.9982002377510071,0.8813999891281128,0.4314715266227722,0.8463494181632996,0.9319999814033508,0.9530307650566101
nn_256_64,4,0.9912999868392944,0.12497097253799438,0.9904172420501709,0.9922000169754028,0.9995261430740356,0.8704000115394592,0.4880498945713043,0.9133928418159485,0.8184000253677368,0.9475739598274231
nn_256_64,5,0.9757000207901001,0.16538816690444946,0.9767488241195679,0.9746000170707703,0.997596025466919,0.8812000155448914,0.5030519366264343,0.8827309012413025,0.8791999816894531,0.9463912844657898
