config_name,hidden_units,dropout,l2,learning_rate,batch_size,epochs_ran,best_epoch,best_val_loss,elapsed_seconds,accuracy,precision,recall,f1,roc_auc
nn_256_64,256-64,0.4,0.0001,0.001,128,5,1,0.3247520923614502,44.28962300000421,0.8956,0.8860265417642467,0.908,0.8968787040695377,0.9598726399999999
nn_128_32_stronger_reg,128-32,0.5,0.001,0.0005,128,8,4,0.4386068880558014,34.82726360000379,0.8946,0.8873184138201806,0.904,0.8955815335843075,0.9597700800000001
nn_128,128,0.3,0.0001,0.001,128,10,6,0.3540334105491638,30.576343000000634,0.8926,0.8933867735470942,0.8916,0.8924924924924925,0.9589342399999999
